Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
ORD-10134,2023-06-07,2023-06-12,First Class,CUST-1311,Customer 1311,Corporate,United Kingdom,London,England,40775,East,PROD-238,Furniture,Chairs,Chairs 138,352.63,2,0.17,27.09
ORD-10135,2023-04-15,2023-04-17,First Class,CUST-1972,Customer 1972,Home Office,United Kingdom,Cardiff,Scotland,64935,South,PROD-860,Office Supplies,Binders,Binders 786,114.82,3,0.26,17.47
ORD-10136,2023-06-06,2023-06-08,Second Class,CUST-1853,Customer 1853,Corporate,United Kingdom,Bristol,Wales,46666,West,PROD-806,Office Supplies,Storage,Storage 201,229.98,5,0.07,33.1
ORD-10137,2023-07-18,2023-07-20,First Class,CUST-1973,Customer 1973,Consumer,United Kingdom,Glasgow,Wales,23022,Central,PROD-476,Furniture,Tables,Tables 555,588.0,2,0.29,18.15
ORD-10138,2023-05-15,2023-05-21,First Class,CUST-1194,Customer 1194,Consumer,United Kingdom,Glasgow,Wales,22015,Central,PROD-317,Furniture,Tables,Tables 382,1013.14,4,0.21,59.09
ORD-10139,2023-05-15,2023-05-18,Second Class,CUST-1128,Customer 1128,Home Office,United Kingdom,Birmingham,England,82641,East,PROD-700,Furniture,Tables,Tables 349,1877.1,5,0.17,127.46
ORD-10140,2023-08-08,2023-08-14,Second Class,CUST-1151,Customer 1151,Home Office,United Kingdom,London,Wales,28964,West,PROD-653,Furniture,Tables,Tables 892,256.54,2,0.24,7.24
ORD-10141,2023-04-16,2023-04-18,Second Class,CUST-1887,Customer 1887,Consumer,United Kingdom,Birmingham,England,56955,Central,PROD-702,Furniture,Chairs,Chairs 776,421.86,2,0.14,25.12
ORD-10142,2023-05-05,2023-05-07,Second Class,CUST-1053,Customer 1053,Consumer,United Kingdom,Cardiff,Wales,78955,Central,PROD-863,Furniture,Chairs,Chairs 371,375.44,1,0.19,20.25
ORD-10143,2023-06-27,2023-06-29,First Class,CUST-1370,Customer 1370,Home Office,United Kingdom,Bristol,England,69245,East,PROD-326,Office Supplies,Binders,Binders 896,77.33,2,0.05,6.69
ORD-10144,2023-03-22,2023-03-26,Standard Class,CUST-1308,Customer 1308,Corporate,United Kingdom,Cardiff,England,17972,East,PROD-967,Technology,Machines,Machines 633,985.55,2,0.04,201.56
ORD-10145,2023-05-31,2023-06-05,Standard Class,CUST-1502,Customer 1502,Home Office,United Kingdom,Leeds,England,20589,South,PROD-722,Office Supplies,Storage,Storage 210,152.84,5,0.05,28.76
ORD-10146,2023-03-21,2023-03-28,Standard Class,CUST-1639,Customer 1639,Home Office,United Kingdom,Bristol,Scotland,52622,West,PROD-711,Furniture,Chairs,Chairs 381,283.68,1,0.19,23.96
ORD-10147,2023-07-25,2023-07-31,First Class,CUST-1440,Customer 1440,Consumer,United Kingdom,Glasgow,Scotland,24996,Central,PROD-766,Office Supplies,Storage,Storage 719,46.82,1,0.22,1.56
ORD-10148,2023-03-24,2023-03-26,Standard Class,CUST-1423,Customer 1423,Corporate,United Kingdom,Glasgow,Wales,62262,West,PROD-847,Office Supplies,Binders,Binders 333,149.19,4,0.17,23.33
ORD-10149,2023-04-12,2023-04-13,Second Class,CUST-1681,Customer 1681,Corporate,United Kingdom,Manchester,England,72163,East,PROD-193,Office Supplies,Binders,Binders 420,138.37,3,0.2,-0.34
ORD-10150,2023-06-06,2023-06-10,Second Class,CUST-1762,Customer 1762,Home Office,United Kingdom,Manchester,England,82924,East,PROD-700,Furniture,Tables,Tables 198,359.1,2,0.12,23.75
ORD-10151,2023-05-07,2023-05-10,Standard Class,CUST-1362,Customer 1362,Home Office,United Kingdom,Glasgow,Wales,16743,Central,PROD-714,Technology,Phones,Phones 520,1910.04,4,0.4,189.7
ORD-10152,2023-04-09,2023-04-13,Second Class,CUST-1519,Customer 1519,Consumer,United Kingdom,Birmingham,Scotland,73201,Central,PROD-967,Office Supplies,Paper,Paper 691,174.76,3,0.35,9.6
ORD-10153,2023-07-31,2023-08-05,First Class,CUST-1117,Customer 1117,Corporate,United Kingdom,Bristol,England,66244,East,PROD-885,Office Supplies,Storage,Storage 476,115.37,3,0.34,-0.01
ORD-10154,2023-07-25,2023-07-27,First Class,CUST-1710,Customer 1710,Corporate,United Kingdom,London,England,45818,East,PROD-880,Technology,Machines,Machines 949,1116.24,3,0.04,236.15
ORD-10155,2023-03-04,2023-03-09,Second Class,CUST-1185,Customer 1185,Consumer,United Kingdom,Bristol,Scotland,62531,Central,PROD-245,Office Supplies,Binders,Binders 106,159.27,4,0.35,22.25
ORD-10156,2023-05-19,2023-05-23,Second Class,CUST-1220,Customer 1220,Corporate,United Kingdom,Leeds,Wales,54681,East,PROD-478,Furniture,Bookcases,Bookcases 643,609.85,2,0.04,67.47
ORD-10157,2023-06-09,2023-06-11,Second Class,CUST-1964,Customer 1964,Home Office,United Kingdom,Bristol,England,16895,Central,PROD-261,Technology,Accessories,Accessories 895,416.21,2,0.06,81.05
ORD-10158,2023-06-08,2023-06-12,Standard Class,CUST-1453,Customer 1453,Home Office,United Kingdom,Leeds,Wales,89570,East,PROD-524,Technology,Phones,Phones 378,1563.91,3,0.14,279.67
ORD-10159,2023-08-12,2023-08-13,First Class,CUST-1353,Customer 1353,Corporate,United Kingdom,London,Wales,98895,Central,PROD-707,Furniture,Bookcases,Bookcases 216,446.9,3,0.06,51.37
ORD-10160,2023-08-20,2023-08-26,Second Class,CUST-1046,Customer 1046,Consumer,United Kingdom,Leeds,Scotland,17180,South,PROD-309,Technology,Machines,Machines 415,1210.72,3,0.09,237.22
ORD-10161,2023-04-02,2023-04-03,Standard Class,CUST-1261,Customer 1261,Corporate,United Kingdom,Manchester,England,11013,Central,PROD-864,Furniture,Chairs,Chairs 882,412.5,2,0.18,31.86
ORD-10162,2023-09-15,2023-09-19,First Class,CUST-1545,Customer 1545,Home Office,United Kingdom,Birmingham,Scotland,83233,South,PROD-925,Furniture,Chairs,Chairs 489,1068.99,4,0.06,98.39
ORD-10163,2023-04-20,2023-04-24,Second Class,CUST-1759,Customer 1759,Consumer,United Kingdom,Leeds,England,70260,Central,PROD-982,Furniture,Tables,Tables 982,531.57,2,0.1,44.93
ORD-10164,2023-07-21,2023-07-27,Second Class,CUST-1414,Customer 1414,Home Office,United Kingdom,Cardiff,Wales,47947,Central,PROD-514,Technology,Accessories,Accessories 687,1013.26,2,0.22,149.56
ORD-10165,2023-05-14,2023-05-17,Second Class,CUST-1970,Customer 1970,Home Office,United Kingdom,Leeds,Scotland,57428,East,PROD-547,Office Supplies,Paper,Paper 920,79.68,2,0.26,-0.74
ORD-10166,2023-07-07,2023-07-14,First Class,CUST-1410,Customer 1410,Home Office,United Kingdom,London,Wales,50668,East,PROD-447,Furniture,Tables,Tables 703,1226.0,4,0.22,68.59
ORD-10167,2023-05-07,2023-05-10,Second Class,CUST-1522,Customer 1522,Home Office,United Kingdom,London,Scotland,76840,West,PROD-894,Office Supplies,Paper,Paper 178,106.4,2,0.05,22.28
ORD-10168,2023-10-03,2023-10-05,Standard Class,CUST-1660,Customer 1660,Consumer,United Kingdom,Birmingham,England,29194,Central,PROD-302,Office Supplies,Storage,Storage 938,113.01,5,0.05,16.78
ORD-10169,2023-04-04,2023-04-10,Standard Class,CUST-1777,Customer 1777,Home Office,United Kingdom,London,England,92306,West,PROD-575,Technology,Phones,Phones 878,196.14,1,0.43,24.16
ORD-10170,2023-06-02,2023-06-08,Second Class,CUST-1650,Customer 1650,Home Office,United Kingdom,Manchester,Scotland,51436,South,PROD-550,Technology,Machines,Machines 758,670.95,2,0.19,109.92
ORD-10171,2023-09-30,2023-10-03,First Class,CUST-1310,Customer 1310,Corporate,United Kingdom,Bristol,England,56129,East,PROD-175,Office Supplies,Binders,Binders 746,120.73,4,0.11,14.5
ORD-10172,2023-05-26,2023-05-30,First Class,CUST-1058,Customer 1058,Corporate,United Kingdom,Glasgow,Wales,20057,Central,PROD-984,Office Supplies,Binders,Binders 138,177.33,4,0.11,25.21
ORD-10173,2023-07-16,2023-07-17,Standard Class,CUST-1393,Customer 1393,Corporate,United Kingdom,Bristol,Scotland,15376,East,PROD-929,Technology,Machines,Machines 619,1870.25,3,0.07,367.38
ORD-10174,2023-08-21,2023-08-22,Standard Class,CUST-1513,Customer 1513,Consumer,United Kingdom,London,Wales,23566,West,PROD-831,Office Supplies,Storage,Storage 587,44.27,1,0.13,14.62
ORD-10175,2023-06-19,2023-06-22,First Class,CUST-1040,Customer 1040,Consumer,United Kingdom,Cardiff,Wales,67595,East,PROD-635,Technology,Machines,Machines 276,1032.23,3,0.04,216.71
ORD-10176,2023-03-19,2023-03-23,First Class,CUST-1396,Customer 1396,Corporate,United Kingdom,Glasgow,Wales,98984,West,PROD-153,Office Supplies,Binders,Binders 389,41.2,1,0.17,0.32
ORD-10177,2023-05-01,2023-05-03,First Class,CUST-1571,Customer 1571,Home Office,United Kingdom,Leeds,Wales,43029,Central,PROD-972,Furniture,Tables,Tables 196,353.54,2,0.08,35.78
ORD-10178,2023-05-02,2023-05-06,First Class,CUST-1679,Customer 1679,Consumer,United Kingdom,Manchester,Wales,95990,West,PROD-778,Office Supplies,Paper,Paper 696,168.35,4,0.1,35.42
ORD-10179,2023-08-10,2023-08-17,First Class,CUST-1960,Customer 1960,Consumer,United Kingdom,Manchester,Scotland,59372,South,PROD-910,Furniture,Bookcases,Bookcases 825,510.05,2,0.21,26.05
ORD-10180,2023-07-18,2023-07-19,First Class,CUST-1848,Customer 1848,Home Office,United Kingdom,Cardiff,Scotland,22249,Central,PROD-786,Furniture,Bookcases,Bookcases 819,284.98,1,0.18,17.23
ORD-10181,2023-04-08,2023-04-15,Standard Class,CUST-1371,Customer 1371,Corporate,United Kingdom,Birmingham,England,54791,South,PROD-296,Technology,Accessories,Accessories 118,889.86,2,0.12,152.31
ORD-10182,2023-11-30,2023-12-02,Second Class,CUST-1302,Customer 1302,Consumer,United Kingdom,Bristol,Scotland,79013,West,PROD-777,Furniture,Chairs,Chairs 179,465.07,3,0.13,42.19
ORD-10183,2023-10-16,2023-10-23,Second Class,CUST-1385,Customer 1385,Consumer,United Kingdom,Birmingham,England,91885,Central,PROD-838,Technology,Phones,Phones 711,567.67,1,0.18,90.24
ORD-10184,2023-08-18,2023-08-23,Standard Class,CUST-1692,Customer 1692,Home Office,United Kingdom,Birmingham,Wales,90031,South,PROD-870,Furniture,Tables,Tables 473,353.89,2,0.19,25.49
ORD-10185,2023-10-23,2023-10-26,First Class,CUST-1316,Customer 1316,Corporate,United Kingdom,Glasgow,England,58213,South,PROD-684,Furniture,Bookcases,Bookcases 344,1281.26,5,0.22,65.43
ORD-10186,2023-09-01,2023-09-05,Second Class,CUST-1391,Customer 1391,Home Office,United Kingdom,Bristol,Wales,31241,South,PROD-920,Office Supplies,Binders,Binders 896,36.06,2,0.1,10.81
ORD-10187,2023-07-15,2023-07-17,Second Class,CUST-1492,Customer 1492,Corporate,United Kingdom,Bristol,England,77621,West,PROD-391,Office Supplies,Paper,Paper 756,128.48,2,0.04,28.07
ORD-10188,2023-05-22,2023-05-29,Second Class,CUST-1927,Customer 1927,Home Office,United Kingdom,Birmingham,Wales,22021,East,PROD-936,Furniture,Tables,Tables 560,178.37,1,0.23,10.12
ORD-10189,2023-05-22,2023-05-29,Standard Class,CUST-1054,Customer 1054,Corporate,United Kingdom,Bristol,Wales,40903,South,PROD-183,Office Supplies,Paper,Paper 524,109.23,4,0.13,11.54
ORD-10190,2023-04-19,2023-04-23,Standard Class,CUST-1953,Customer 1953,Consumer,United Kingdom,Glasgow,Scotland,95191,Central,PROD-910,Furniture,Chairs,Chairs 426,270.32,1,0.23,19.49
ORD-10191,2023-05-10,2023-05-12,Standard Class,CUST-1939,Customer 1939,Corporate,United Kingdom,Cardiff,England,71487,West,PROD-730,Furniture,Chairs,Chairs 393,1040.26,4,0.18,67.15
ORD-10192,2023-04-15,2023-04-18,First Class,CUST-1220,Customer 1220,Consumer,United Kingdom,Bristol,Scotland,89807,East,PROD-533,Furniture,Chairs,Chairs 362,1484.61,4,0.18,104.2
ORD-10193,2023-06-17,2023-06-21,First Class,CUST-1124,Customer 1124,Consumer,United Kingdom,Birmingham,Wales,93748,East,PROD-568,Office Supplies,Paper,Paper 408,68.26,2,0.16,3.98
ORD-10194,2023-07-24,2023-07-31,Second Class,CUST-1548,Customer 1548,Consumer,United Kingdom,Cardiff,Scotland,85372,East,PROD-835,Furniture,Tables,Tables 711,654.3,2,0.04,73.11
ORD-10195,2023-03-17,2023-03-20,Second Class,CUST-1629,Customer 1629,Corporate,United Kingdom,Birmingham,Scotland,64600,West,PROD-780,Office Supplies,Binders,Binders 101,63.81,3,0.06,8.82
ORD-10196,2023-05-14,2023-05-20,First Class,CUST-1976,Customer 1976,Home Office,United Kingdom,Bristol,Scotland,76535,East,PROD-120,Technology,Accessories,Accessories 169,1493.51,4,0.17,251.11
ORD-10197,2023-07-25,2023-08-01,Standard Class,CUST-1396,Customer 1396,Corporate,United Kingdom,Manchester,Scotland,12128,South,PROD-907,Office Supplies,Paper,Paper 750,44.68,2,0.13,5.21
ORD-10198,2023-02-26,2023-03-03,Second Class,CUST-1672,Customer 1672,Home Office,United Kingdom,London,Scotland,53583,East,PROD-145,Office Supplies,Paper,Paper 850,82.07,3,0.05,18.04
ORD-10199,2023-05-14,2023-05-20,First Class,CUST-1658,Customer 1658,Consumer,United Kingdom,Glasgow,Scotland,70899,Central,PROD-590,Technology,Accessories,Accessories 933,409.76,2,0.06,87.07
ORD-10200,2023-05-16,2023-05-17,Second Class,CUST-1794,Customer 1794,Corporate,United Kingdom,London,Wales,36422,West,PROD-910,Furniture,Chairs,Chairs 833,269.89,1,0.2,21.2
ORD-10201,2023-02-22,2023-03-01,Standard Class,CUST-1527,Customer 1527,Corporate,United Kingdom,Glasgow,Scotland,72049,West,PROD-137,Furniture,Tables,Tables 417,441.71,2,0.05,45.02
ORD-10202,2023-04-04,2023-04-08,Standard Class,CUST-1799,Customer 1799,Consumer,United Kingdom,Glasgow,Scotland,53506,West,PROD-227,Office Supplies,Binders,Binders 982,198.15,3,0.09,33.37
ORD-10203,2023-04-14,2023-04-15,First Class,CUST-1450,Customer 1450,Corporate,United Kingdom,Manchester,England,75038,Central,PROD-609,Office Supplies,Binders,Binders 861,123.82,3,0.11,10.24
ORD-10204,2023-12-14,2023-12-19,First Class,CUST-1084,Customer 1084,Home Office,United Kingdom,Leeds,England,66440,Central,PROD-942,Technology,Accessories,Accessories 920,1396.27,2,0.08,275.11
ORD-10205,2023-02-05,2023-02-07,Standard Class,CUST-1105,Customer 1105,Consumer,United Kingdom,Manchester,Scotland,48750,West,PROD-556,Technology,Accessories,Accessories 428,445.28,1,0.12,78.17
ORD-10206,2023-05-27,2023-06-01,First Class,CUST-1359,Customer 1359,Corporate,United Kingdom,London,Scotland,56210,South,PROD-545,Furniture,Bookcases,Bookcases 554,227.98,1,0.11,16.29
ORD-10207,2023-03-18,2023-03-19,First Class,CUST-1687,Customer 1687,Home Office,United Kingdom,Leeds,Wales,77251,Central,PROD-795,Technology,Phones,Phones 176,1026.1,3,0.16,173.42
ORD-10208,2023-05-04,2023-05-06,Second Class,CUST-1622,Customer 1622,Home Office,United Kingdom,Glasgow,Wales,14561,West,PROD-168,Furniture,Chairs,Chairs 969,529.01,2,0.08,55.07
ORD-10209,2023-04-19,2023-04-21,First Class,CUST-1392,Customer 1392,Home Office,United Kingdom,London,Scotland,30111,West,PROD-560,Technology,Accessories,Accessories 470,2164.56,4,0.02,464.38
ORD-10210,2023-06-16,2023-06-18,Standard Class,CUST-1078,Customer 1078,Home Office,United Kingdom,Birmingham,Scotland,58096,Central,PROD-421,Office Supplies,Binders,Binders 881,166.16,3,0.14,27.52
ORD-10211,2023-04-03,2023-04-08,First Class,CUST-1753,Customer 1753,Consumer,United Kingdom,Leeds,Scotland,60723,Central,PROD-220,Furniture,Chairs,Chairs 126,523.98,2,0.05,61.45
ORD-10212,2023-04-13,2023-04-20,Second Class,CUST-1219,Customer 1219,Home Office,United Kingdom,Manchester,Scotland,74382,Central,PROD-225,Office Supplies,Storage,Storage 556,213.66,4,0.19,19.64
ORD-10213,2023-09-19,2023-09-22,Standard Class,CUST-1920,Customer 1920,Home Office,United Kingdom,Leeds,England,99381,West,PROD-783,Furniture,Tables,Tables 276,336.98,3,0.22,23.83
ORD-10214,2023-05-05,2023-05-06,Second Class,CUST-1555,Customer 1555,Corporate,United Kingdom,Manchester,England,93584,Central,PROD-912,Technology,Phones,Phones 663,284.27,1,0.08,62.7
ORD-10215,2023-05-11,2023-05-17,Standard Class,CUST-1205,Customer 1205,Consumer,United Kingdom,Birmingham,Wales,13445,Central,PROD-667,Technology,Phones,Phones 224,825.72,2,0.2,142.29
ORD-10216,2023-03-21,2023-03-27,First Class,CUST-1626,Customer 1626,Consumer,United Kingdom,London,Wales,62187,Central,PROD-836,Office Supplies,Storage,Storage 232,116.82,3,0.2,12.24
ORD-10217,2023-07-10,2023-07-14,First Class,CUST-1419,Customer 1419,Home Office,United Kingdom,London,England,51553,South,PROD-175,Technology,Accessories,Accessories 887,593.11,2,0.16,104.0
ORD-10218,2023-04-20,2023-04-23,First Class,CUST-1352,Customer 1352,Consumer,United Kingdom,Glasgow,Scotland,93859,South,PROD-286,Office Supplies,Storage,Storage 629,54.48,2,0.08,6.14
ORD-10219,2023-05-24,2023-05-28,Second Class,CUST-1056,Customer 1056,Consumer,United Kingdom,Bristol,England,49862,West,PROD-265,Office Supplies,Storage,Storage 989,131.68,3,0.09,24.42
ORD-10220,2023-08-10,2023-08-17,Second Class,CUST-1970,Customer 1970,Home Office,United Kingdom,Manchester,England,42847,Central,PROD-750,Technology,Phones,Phones 454,688.33,2,0.21,109.27
ORD-10221,2023-06-07,2023-06-11,Second Class,CUST-1629,Customer 1629,Home Office,United Kingdom,London,Scotland,94015,Central,PROD-706,Furniture,Bookcases,Bookcases 410,597.33,3,0.18,39.24
ORD-10222,2023-05-22,2023-05-26,Second Class,CUST-1737,Customer 1737,Home Office,United Kingdom,Manchester,Scotland,15399,West,PROD-183,Furniture,Bookcases,Bookcases 739,807.44,3,0.32,16.11
ORD-10223,2023-06-06,2023-06-08,First Class,CUST-1666,Customer 1666,Consumer,United Kingdom,Glasgow,Scotland,64602,East,PROD-754,Technology,Machines,Machines 371,464.37,1,0.11,80.99
ORD-10224,2023-05-14,2023-05-18,First Class,CUST-1296,Customer 1296,Home Office,United Kingdom,Manchester,Wales,42096,East,PROD-515,Office Supplies,Storage,Storage 658,110.89,4,0.06,21.91
ORD-10225,2023-12-08,2023-12-12,Standard Class,CUST-1061,Customer 1061,Consumer,United Kingdom,Leeds,Wales,73471,Central,PROD-308,Office Supplies,Paper,Paper 805,97.44,3,0.27,13.93
ORD-10226,2023-07-12,2023-07-17,Standard Class,CUST-1882,Customer 1882,Home Office,United Kingdom,Manchester,Scotland,55268,Central,PROD-233,Technology,Phones,Phones 420,1368.02,3,0.23,208.14
ORD-10227,2023-03-28,2023-04-04,Standard Class,CUST-1326,Customer 1326,Consumer,United Kingdom,Leeds,England,45058,Central,PROD-353,Technology,Machines,Machines 208,1131.22,3,0.18,188.85
ORD-10228,2023-09-15,2023-09-19,Second Class,CUST-1968,Customer 1968,Corporate,United Kingdom,Glasgow,Scotland,64805,West,PROD-986,Furniture,Chairs,Chairs 397,850.66,3,0.07,82.52
ORD-10229,2023-04-05,2023-04-11,First Class,CUST-1320,Customer 1320,Consumer,United Kingdom,Glasgow,England,75308,West,PROD-578,Office Supplies,Storage,Storage 838,73.65,2,0.02,12.93
ORD-10230,2023-09-05,2023-09-06,Second Class,CUST-1092,Customer 1092,Corporate,United Kingdom,Bristol,Wales,41552,South,PROD-697,Office Supplies,Binders,Binders 123,48.14,1,0.18,12.51
ORD-10231,2023-02-01,2023-02-06,Standard Class,CUST-1506,Customer 1506,Home Office,United Kingdom,Glasgow,Scotland,98148,Central,PROD-392,Furniture,Chairs,Chairs 388,1070.97,4,0.27,39.22
ORD-10232,2023-02-21,2023-02-23,Standard Class,CUST-1903,Customer 1903,Corporate,United Kingdom,Cardiff,Wales,62855,East,PROD-146,Furniture,Tables,Tables 237,355.36,2,0.21,24.91
ORD-10233,2023-06-02,2023-06-08,Standard Class,CUST-1199,Customer 1199,Corporate,United Kingdom,Bristol,Wales,19637,South,PROD-616,Furniture,Bookcases,Bookcases 675,935.65,3,0.08,85.93
ORD-10234,2023-04-22,2023-04-29,Second Class,CUST-1638,Customer 1638,Home Office,United Kingdom,Bristol,England,26864,South,PROD-503,Technology,Accessories,Accessories 945,1159.55,3,0.2,187.83
ORD-10235,2023-05-26,2023-05-27,Standard Class,CUST-1773,Customer 1773,Consumer,United Kingdom,Birmingham,Scotland,76731,Central,PROD-612,Office Supplies,Storage,Storage 474,92.53,2,0.08,15.42
ORD-10236,2023-06-03,2023-06-05,Standard Class,CUST-1730,Customer 1730,Corporate,United Kingdom,Glasgow,Wales,78069,East,PROD-252,Furniture,Chairs,Chairs 240,499.47,2,0.07,55.01
ORD-10237,2023-08-28,2023-09-04,First Class,CUST-1166,Customer 1166,Corporate,United Kingdom,Bristol,Scotland,49221,West,PROD-444,Office Supplies,Storage,Storage 426,103.68,3,0.34,10.5
ORD-10238,2023-08-07,2023-08-12,Second Class,CUST-1486,Customer 1486,Consumer,United Kingdom,Manchester,Wales,98317,South,PROD-526,Technology,Machines,Machines 406,961.49,2,0.13,172.33
ORD-10239,2023-04-04,2023-04-09,First Class,CUST-1027,Customer 1027,Home Office,United Kingdom,Leeds,Wales,95929,Central,PROD-691,Technology,Machines,Machines 744,572.21,3,0.17,91.73
ORD-10240,2023-07-16,2023-07-21,Standard Class,CUST-1491,Customer 1491,Consumer,United Kingdom,Bristol,Scotland,91230,West,PROD-251,Technology,Phones,Phones 697,464.57,1,0.2,79.9
ORD-10241,2023-05-28,2023-05-31,Standard Class,CUST-1112,Customer 1112,Consumer,United Kingdom,London,Wales,51116,West,PROD-255,Furniture,Bookcases,Bookcases 817,771.06,4,0.22,39.3
ORD-10242,2023-03-17,2023-03-24,First Class,CUST-1513,Customer 1513,Home Office,United Kingdom,Leeds,Scotland,18163,South,PROD-241,Technology,Phones,Phones 520,251.31,1,0.03,46.27
ORD-10243,2023-06-01,2023-06-06,Standard Class,CUST-1489,Customer 1489,Home Office,United Kingdom,Leeds,Wales,32699,West,PROD-645,Technology,Accessories,Accessories 778,623.67,3,0.1,114.51
ORD-10244,2023-05-09,2023-05-11,First Class,CUST-1790,Customer 1790,Home Office,United Kingdom,Cardiff,Scotland,44650,Central,PROD-595,Technology,Accessories,Accessories 792,2620.69,4,0.13,475.97
ORD-10245,2023-07-15,2023-07-16,First Class,CUST-1305,Customer 1305,Consumer,United Kingdom,Manchester,Wales,37168,West,PROD-821,Furniture,Tables,Tables 671,1117.98,4,0.27,49.3
ORD-10246,2023-03-19,2023-03-23,First Class,CUST-1573,Customer 1573,Home Office,United Kingdom,Manchester,Wales,25974,South,PROD-792,Office Supplies,Binders,Binders 457,164.75,3,0.07,24.28
ORD-10247,2023-05-20,2023-05-26,First Class,CUST-1823,Customer 1823,Consumer,United Kingdom,Manchester,England,47700,South,PROD-180,Office Supplies,Binders,Binders 891,59.19,3,0.07,8.67
ORD-10248,2023-07-06,2023-07-12,Standard Class,CUST-1765,Customer 1765,Corporate,United Kingdom,Birmingham,England,80592,Central,PROD-675,Office Supplies,Storage,Storage 362,40.37,3,0.33,-2.89
ORD-10249,2023-04-24,2023-04-28,First Class,CUST-1758,Customer 1758,Home Office,United Kingdom,Birmingham,England,16653,Central,PROD-643,Furniture,Chairs,Chairs 730,390.42,3,0.24,19.53
ORD-10250,2023-06-19,2023-06-24,Second Class,CUST-1102,Customer 1102,Corporate,United Kingdom,Manchester,Scotland,71918,West,PROD-797,Technology,Phones,Phones 153,1346.76,3,0.21,203.71
ORD-10251,2023-06-10,2023-06-14,Second Class,CUST-1416,Customer 1416,Home Office,United Kingdom,Leeds,Wales,95267,West,PROD-874,Furniture,Bookcases,Bookcases 261,1185.55,4,0.18,81.27
ORD-10252,2023-06-22,2023-06-27,First Class,CUST-1060,Customer 1060,Consumer,United Kingdom,Cardiff,Scotland,40437,Central,PROD-856,Office Supplies,Binders,Binders 761,99.94,3,0.04,19.87
ORD-10253,2023-12-10,2023-12-16,Second Class,CUST-1180,Customer 1180,Consumer,United Kingdom,Glasgow,Wales,74930,East,PROD-866,Furniture,Tables,Tables 957,220.02,2,0.23,3.32
ORD-10254,2023-03-17,2023-03-22,Standard Class,CUST-1581,Customer 1581,Home Office,United Kingdom,London,Wales,47298,Central,PROD-756,Furniture,Chairs,Chairs 405,859.61,3,0.29,31.91
ORD-10255,2023-06-24,2023-06-28,Second Class,CUST-1279,Customer 1279,Consumer,United Kingdom,Glasgow,England,53343,South,PROD-848,Furniture,Bookcases,Bookcases 579,758.47,4,0.26,36.46
ORD-10256,2023-04-28,2023-05-03,First Class,CUST-1190,Customer 1190,Consumer,United Kingdom,Cardiff,Wales,48669,South,PROD-790,Technology,Accessories,Accessories 835,296.8,1,0.06,58.37
ORD-10257,2023-07-08,2023-07-15,Standard Class,CUST-1654,Customer 1654,Corporate,United Kingdom,Glasgow,Wales,77538,West,PROD-188,Furniture,Bookcases,Bookcases 976,565.51,2,0.14,47.81
ORD-10258,2023-02-23,2023-02-28,Standard Class,CUST-1143,Customer 1143,Corporate,United Kingdom,Manchester,England,10895,South,PROD-492,Technology,Phones,Phones 289,1543.09,3,0.02,330.89
ORD-10259,2023-04-02,2023-04-07,Standard Class,CUST-1309,Customer 1309,Home Office,United Kingdom,Cardiff,Scotland,11498,West,PROD-769,Office Supplies,Binders,Binders 437,82.92,3,0.07,7.44
ORD-10260,2023-05-05,2023-05-11,Standard Class,CUST-1683,Customer 1683,Consumer,United Kingdom,Leeds,Wales,30934,Central,PROD-802,Technology,Phones,Phones 163,1326.08,4,0.25,188.16
ORD-10261,2023-03-10,2023-03-16,Second Class,CUST-1938,Customer 1938,Corporate,United Kingdom,Manchester,Scotland,38947,Central,PROD-236,Technology,Phones,Phones 754,1217.34,2,0.17,207.65
ORD-10262,2023-06-18,2023-06-20,Standard Class,CUST-1620,Customer 1620,Corporate,United Kingdom,Leeds,Scotland,81989,South,PROD-875,Furniture,Tables,Tables 865,327.8,4,0.16,25.25
ORD-10263,2023-07-11,2023-07-12,First Class,CUST-1610,Customer 1610,Consumer,United Kingdom,Bristol,Wales,79228,West,PROD-470,Furniture,Bookcases,Bookcases 872,993.44,3,0.24,50.17
ORD-10264,2023-04-25,2023-04-30,First Class,CUST-1848,Customer 1848,Home Office,United Kingdom,Bristol,England,85065,East,PROD-253,Technology,Phones,Phones 163,1067.44,3,0.09,211.72
ORD-10265,2023-02-20,2023-02-24,Standard Class,CUST-1119,Customer 1119,Home Office,United Kingdom,Birmingham,Scotland,86434,West,PROD-193,Office Supplies,Storage,Storage 552,145.04,3,0.24,17.94
ORD-10266,2023-07-25,2023-07-26,First Class,CUST-1525,Customer 1525,Corporate,United Kingdom,Leeds,Scotland,17567,South,PROD-573,Furniture,Tables,Tables 235,225.11,3,0.38,1.11
ORD-10267,2023-06-19,2023-06-26,Second Class,CUST-1260,Customer 1260,Consumer,United Kingdom,Cardiff,England,85800,Central,PROD-146,Technology,Phones,Phones 505,531.89,2,0.05,112.12
ORD-10268,2023-08-14,2023-08-17,Standard Class,CUST-1554,Customer 1554,Consumer,United Kingdom,London,Wales,14159,South,PROD-518,Office Supplies,Storage,Storage 165,95.42,4,0.3,6.41
